,SEASON_ID,GAME_ID,MATCHUP,GAME_DATE,TEAM_ID,Date,VH,Team,Final,Open,Close,ML
17661,,,,,,2014-04-12,H,LAC,117,10.5,10.5,-650
17662,,,,,,2014-04-12,V,MIL,91,202,203.5,540
17663,,,,,,2014-04-12,H,WAS,104,10.5,11,-750
17664,,,,,,2014-04-12,V,PHI,105,205,206.5,760
17665,,,,,,2014-04-12,H,CHA,111,12.5,12,-1200
17666,,,,,,2014-04-12,V,BOS,111,204.5,206,370
17667,,,,,,2014-04-12,H,CLE,99,8,9,-475
17668,,,,,,2014-04-12,V,MIA,85,3,6.5,-260
17669,,,,,,2014-04-12,H,ATL,98,195,195.5,215
17670,,,,,,2014-04-12,V,NOP,104,213,211.5,1350
17671,,,,,,2014-04-12,H,HOU,111,14,15,-2600
17672,,,,,,2014-04-12,V,PHX,98,209.5,210.5,182
17673,,,,,,2014-04-12,H,DAL,101,3.5,5,-215
17674,,,,,,2014-04-12,V,UTA,94,213,212,425
17675,,,,,,2014-04-12,H,DEN,101,8,9.5,-550
17676,,,,,,2014-04-13,V,CHI,89,4.5,3,-160
17677,,,,,,2014-04-13,H,NYK,100,184,185,135
17678,,,,,,2014-04-13,V,TOR,116,6,7,-300
17679,,,,,,2014-04-13,H,DET,107,206,206,250
17680,,,,,,2014-04-13,V,ORL,88,196.5,195,595
17681,,,,,,2014-04-13,H,BKN,97,10.5,11.5,-850
17682,,,,,,2014-04-13,V,OKC,97,192.5,1,-120
17683,,,,,,2014-04-13,H,IND,102,2,192,100
17684,,,,,,2014-04-13,V,GSW,117,203,207.5,155
17685,,,,,,2014-04-13,H,POR,119,3,4,-180
17686,,,,,,2014-04-13,V,MIN,103,203.5,2,-135
17687,,,,,,2014-04-13,H,SAC,106,2,208,115
17688,,,,,,2014-04-13,V,MEM,102,12,12,-1100
17689,,,,,,2014-04-13,H,LAL,90,206.5,209.5,720
17690,,,,,,2014-04-14,V,BOS,108,3.5,3,-150
17691,,,,,,2014-04-14,H,PHI,113,212,212.5,130
17692,,,,,,2014-04-14,V,MIA,93,3,190,192
17693,,,,,,2014-04-14,H,WAS,114,191.5,5.5,-230
17694,,,,,,2014-04-14,V,MIL,100,204,204.5,485
17695,,,,,,2014-04-14,H,TOR,110,11,10.5,-650
17696,,,,,,2014-04-14,V,CHA,95,196,5,-210
17697,,,,,,2014-04-14,H,ATL,93,1.5,195,180
17698,,,,,,2014-04-14,V,OKC,89,7.5,8.5,-400
17699,,,,,,2014-04-14,H,NOP,101,203.5,204,320
17700,,,,,,2014-04-14,V,SAS,98,212,212,200
17701,,,,,,2014-04-14,H,HOU,104,5,5.5,-240
17702,,,,,,2014-04-14,V,ORL,95,184.5,182,525
17703,,,,,,2014-04-14,H,CHI,108,12,10.5,-725
17704,,,,,,2014-04-14,V,LAL,119,213,215,227
17705,,,,,,2014-04-14,H,UTA,104,5,6.5,-275
17706,,,,,,2014-04-14,V,MEM,97,198,194.5,160
17707,,,,,,2014-04-14,H,PHX,91,3.5,4,-185
17708,,,,,,2014-04-14,V,MIN,120,208,213.5,285
17709,,,,,,2014-04-14,H,GSW,130,7.5,7.5,-345
17710,,,,,,2014-04-15,V,NYK,109,193,194,265
17711,,,,,,2014-04-15,H,BKN,98,7,7.5,-325
17712,,,,,,2014-04-15,V,DEN,105,220,221.5,450
17713,,,,,,2014-04-15,H,LAC,117,9,10.5,-600
17714,,,,,,2014-04-16,V,DAL,105,190,190,116
17715,,,,,,2014-04-16,H,MEM,106,3,2,-137
17716,,,,,,2014-04-16,V,ATL,111,205,204.5,135
17717,,,,,,2014-04-16,H,MIL,103,4.5,3,-160
17718,,,,,,2014-04-16,V,UTA,136,211,211,620
17719,,,,,,2014-04-16,H,MIN,130,10,11.5,-900
17720,,,,,,2014-04-16,V,HOU,100,210,209,130
17721,,,,,,2014-04-16,H,NOP,105,4,3,-150
17722,,,,,,2014-04-16,V,DET,111,211,212.5,1100
17723,,,,,,2014-04-16,H,OKC,112,15,14.5,-2100
17724,,,,,,2014-04-16,V,LAL,113,217,216,365
17725,,,,,,2014-04-16,H,SAS,100,6.5,9,-465
17726,,,,,,2014-04-16,V,WAS,118,9,8,-375
17727,,,,,,2014-04-16,H,BOS,102,199,198,305
17728,,,,,,2014-04-16,V,BKN,85,200,197.5,335
17729,,,,,,2014-04-16,H,CLE,114,5.5,8.5,-425
17730,,,,,,2014-04-16,V,PHI,100,205,207.5,204
17731,,,,,,2014-04-16,H,MIA,87,4.5,6,-243
17732,,,,,,2014-04-16,V,IND,101,184,187,150
17733,,,,,,2014-04-16,H,ORL,86,5.5,4,-175
17734,,,,,,2014-04-16,V,CHI,86,1,180.5,105
17735,,,,,,2014-04-16,H,CHA,91,182,1.5,-125
17736,,,,,,2014-04-16,V,TOR,92,3.5,6,-250
17737,,,,,,2014-04-16,H,NYK,95,198.5,198.5,210
17738,,,,,,2014-04-16,V,PHX,104,2.5,2.5,-141
17739,,,,,,2014-04-16,H,SAC,99,206,208.5,121
17740,,,,,,2014-04-16,V,GSW,116,210,209.5,295
17741,,,,,,2014-04-16,H,DEN,112,8,8,-364
17742,,,,,,2014-04-16,V,LAC,104,208,207,149
17743,,,,,,2014-04-16,H,POR,110,3.5,4,-175
17744,,,,,,2014-04-19,V,BKN,94,193.5,191,150
17745,,,,,,2014-04-19,H,TOR,87,2.5,3.5,-175
17746,,,,,,2014-04-19,V,MEM,86,192.5,190.5,329
17747,,,,,,2014-04-19,H,OKC,100,6.5,8,-409
17748,,,,,,2014-04-19,V,ATL,101,187.5,185.5,335
17749,,,,,,2014-04-19,H,IND,93,7,8.5,-425
17750,,,,,,2014-04-19,V,GSW,109,210,211,300
17751,,,,,,2014-04-19,H,LAC,105,7,7.5,-370
17752,,,,,,2014-04-20,V,DAL,85,206.5,202.5,435
17753,,,,,,2014-04-20,H,SAS,90,9,9,-575
17754,,,,,,2014-04-20,V,CHA,88,189.5,185.5,485
17755,,,,,,2014-04-20,H,MIA,99,10,10.5,-650
17756,,,,,,2014-04-20,V,WAS,102,182.5,177.5,162
17757,,,,,,2014-04-20,H,CHI,93,5,4.5,-189
17758,,,,,,2014-04-20,V,POR,122,216,216,182
17759,,,,,,2014-04-20,H,HOU,120,5,5,-215
17760,,,,,,2014-04-21,V,MEM,111,189.5,190,255
17761,,,,,,2014-04-21,H,OKC,105,7.5,6.5,-310
17762,,,,,,2014-04-21,V,GSW,98,212,212.5,330
17763,,,,,,2014-04-21,H,LAC,138,8,8,-410
17764,,,,,,2014-04-22,V,ATL,85,187,186.5,295
17765,,,,,,2014-04-22,H,IND,101,7,7.5,-360
17766,,,,,,2014-04-22,V,BKN,95,189,190.5,185
17767,,,,,,2014-04-22,H,TOR,100,4,5,-220
17768,,,,,,2014-04-22,V,WAS,101,181.5,180,189
17769,,,,,,2014-04-22,H,CHI,99,5.5,5,-225
17770,,,,,,2014-04-23,V,CHA,97,185.5,187.5,432
17771,,,,,,2014-04-23,H,MIA,101,10.5,9.5,-563
17772,,,,,,2014-04-23,V,DAL,113,198,201.5,295
17773,,,,,,2014-04-23,H,SAS,92,7.5,7.5,-360
17774,,,,,,2014-04-23,V,POR,112,212.5,215.5,264
17775,,,,,,2014-04-23,H,HOU,105,5.5,7,-324
17776,,,,,,2014-04-24,V,IND,85,2,2,-130
17777,,,,,,2014-04-24,H,ATL,98,186,187,110
17778,,,,,,2014-04-24,V,OKC,95,1,2.5,-150
17779,,,,,,2014-04-24,H,MEM,98,190,190,130
17780,,,,,,2014-04-24,V,LAC,98,1,3,-150
17781,,,,,,2014-04-24,H,GSW,96,214,212,130
17782,,,,,,2014-04-25,V,TOR,98,191,190.5,189
17783,,,,,,2014-04-25,H,BKN,102,4.5,5,-225
17784,,,,,,2014-04-25,V,CHI,100,181.5,180.5,125
17785,,,,,,2014-04-25,H,WAS,97,2.5,2.5,-145
17786,,,,,,2014-04-25,V,HOU,121,216,214,120
17787,,,,,,2014-04-25,H,POR,116,2.5,2.5,-140
17788,,,,,,2014-04-26,V,IND,91,2.5,2.5,-140
17789,,,,,,2014-04-26,H,ATL,88,185,189,120
17790,,,,,,2014-04-26,V,SAS,108,2.5,3.5,-175
17791,,,,,,2014-04-26,H,DAL,109,202.5,200,150
17792,,,,,,2014-04-26,V,MIA,98,5,4.5,-200
17793,,,,,,2014-04-26,H,CHA,85,188,187,170
17794,,,,,,2014-04-26,V,OKC,92,3,3,-170
17795,,,,,,2014-04-26,H,MEM,89,188,188,145
17796,,,,,,2014-04-27,V,CHI,89,182,183.5,120
17797,,,,,,2014-04-27,H,WAS,98,2,2.5,-140
17798,,,,,,2014-04-27,V,LAC,97,2.5,1.5,-125
17799,,,,,,2014-04-27,H,GSW,118,210.5,210,105
17800,,,,,,2014-04-27,V,TOR,87,192,193,153
17801,,,,,,2014-04-27,H,BKN,79,4,4,-178
17802,,,,,,2014-04-27,V,HOU,120,217,214,155
17803,,,,,,2014-04-27,H,POR,123,2,4,-180
17804,,,,,,2014-04-28,V,MIA,109,6.5,7.5,-375
17805,,,,,,2014-04-28,H,CHA,98,187,187.5,305
17806,,,,,,2014-04-28,V,ATL,107,186.5,186,290
17807,,,,,,2014-04-28,H,IND,97,7,7,-355
17808,,,,,,2014-04-28,V,SAS,93,4,4.5,-182
17809,,,,,,2014-04-28,H,DAL,89,204,200,157
17810,,,,,,2014-04-29,V,WAS,75,184,183,150
17811,,,,,,2014-04-29,H,CHI,69,4.5,3.5,-175
17812,,,,,,2014-04-29,V,MEM,100,187,185.5,305
17813,,,,,,2014-04-29,H,OKC,99,6.5,7.5,-375
17814,,,,,,2014-04-29,V,GSW,103,211,208.5,265
17815,,,,,,2014-04-29,H,LAC,113,6.5,7,-325
17816,,,,,,2014-04-30,V,BKN,113,191,189,120
17817,,,,,,2014-04-30,H,TOR,115,3.5,2.5,-140
17818,,,,,,2014-04-30,V,DAL,103,198.5,196.5,265
17819,,,,,,2014-04-30,H,SAS,109,7,6.5,-325
17820,,,,,,2014-04-30,V,POR,98,213.5,214.5,185
17821,,,,,,2014-04-30,H,HOU,108,5.5,4.5,-220
17822,,,,,,2014-05-01,V,IND,95,2,188,115
17823,,,,,,2014-05-01,H,ATL,88,187.5,2,-135
17824,,,,,,2014-05-01,V,OKC,104,2.5,2.5,-146
17825,,,,,,2014-05-01,H,MEM,84,186,184.5,126
17826,,,,,,2014-05-01,V,LAC,99,2,210.5,-108
17827,,,,,,2014-05-01,H,GSW,100,210,pk,-112
17828,,,,,,2014-05-02,V,TOR,83,191,192.5,175
17829,,,,,,2014-05-02,H,BKN,97,5,4.5,-205
17830,,,,,,2014-05-02,V,SAS,111,3.5,3,-161
17831,,,,,,2014-05-02,H,DAL,113,199.5,197,137
17832,,,,,,2014-05-02,V,HOU,98,213,212,165
17833,,,,,,2014-05-02,H,POR,99,3.5,4,-195
17834,,,,,,2014-05-03,V,ATL,80,186,184.5,235
17835,,,,,,2014-05-03,H,IND,92,5.5,6.5,-285
17836,,,,,,2014-05-03,V,MEM,109,185.5,185.5,465
17837,,,,,,2014-05-03,H,OKC,120,8,9.5,-625
17838,,,,,,2014-05-03,V,GSW,121,209.5,207.5,270
17839,,,,,,2014-05-03,H,LAC,126,7.5,7,-330
17840,,,,,,2014-05-04,V,BKN,104,189.5,189,125
17841,,,,,,2014-05-04,H,TOR,103,3,3,-145
17842,,,,,,2014-05-04,V,DAL,96,199.5,197.5,275
17843,,,,,,2014-05-04,H,SAS,119,6.5,7,-335
17844,,,,,,2014-05-05,V,WAS,102,184,183.5,162
17845,,,,,,2014-05-05,H,IND,96,4.5,4.5,-190
17846,,,,,,2014-05-05,V,LAC,122,212,213.5,195
17847,,,,,,2014-05-05,H,OKC,105,5,5.5,-235
17848,,,,,,2014-05-06,V,BKN,86,191.5,192,320
17849,,,,,,2014-05-06,H,MIA,107,7.5,8,-400
17850,,,,,,2014-05-06,V,POR,92,204.5,206.5,262
17851,,,,,,2014-05-06,H,SAS,116,6.5,6.5,-317
17852,,,,,,2014-05-07,V,WAS,82,185,186.5,175
17853,,,,,,2014-05-07,H,IND,86,4.5,5,-205
17854,,,,,,2014-05-07,V,LAC,101,215,215.5,198
17855,,,,,,2014-05-07,H,OKC,112,5.5,5.5,-238
17856,,,,,,2014-05-08,V,BKN,82,192,191.5,260
17857,,,,,,2014-05-08,H,MIA,94,8,6.5,-315
17858,,,,,,2014-05-08,V,POR,97,207,207.5,227
17859,,,,,,2014-05-08,H,SAS,114,6.5,6,-275
17860,,,,,,2014-05-09,V,IND,85,183,183.5,179
17861,,,,,,2014-05-09,H,WAS,63,3,5,-209
17862,,,,,,2014-05-09,V,OKC,118,213,214,155
17863,,,,,,2014-05-09,H,LAC,112,3,4,-180
17864,,,,,,2014-05-10,V,MIA,90,189,1,-115
17865,,,,,,2014-05-10,H,BKN,104,1,188,-105
17866,,,,,,2014-05-10,V,SAS,118,1.5,208,-104
17867,,,,,,2014-05-10,H,POR,103,209,1,-115
17868,,,,,,2014-05-11,V,OKC,99,215,214,195
17869,,,,,,2014-05-11,H,LAC,101,5,5,-235
17870,,,,,,2014-05-11,V,IND,95,180,180,145
17871,,,,,,2014-05-11,H,WAS,92,5,3.5,-171
17872,,,,,,2014-05-12,V,MIA,102,2.5,2,-135
17873,,,,,,2014-05-12,H,BKN,96,188,186,115
17874,,,,,,2014-05-12,V,SAS,92,3.5,4.5,-180
17875,,,,,,2014-05-12,H,POR,103,212,210,155
17876,,,,,,2014-05-13,V,WAS,102,181.5,181.5,192
17877,,,,,,2014-05-13,H,IND,79,5,5,-230
17878,,,,,,2014-05-13,V,LAC,104,212.5,214,210
17879,,,,,,2014-05-13,H,OKC,105,5,5.5,-250
17880,,,,,,2014-05-14,V,BKN,94,188,189,290
17881,,,,,,2014-05-14,H,MIA,96,7,7,-350
17882,,,,,,2014-05-14,V,POR,82,207.5,209,335
17883,,,,,,2014-05-14,H,SAS,104,8,8.5,-425
17884,,,,,,2014-05-15,V,IND,93,181,181.5,169
17885,,,,,,2014-05-15,H,WAS,80,4.5,4.5,-199
17886,,,,,,2014-05-15,V,OKC,104,213,213,155
17887,,,,,,2014-05-15,H,LAC,98,4.5,4,-180
17888,,,,,,2014-05-18,V,MIA,96,2,1.5,-130
17889,,,,,,2014-05-18,H,IND,107,182,182,110
17890,,,,,,2014-05-19,V,OKC,105,210,209,230
17891,,,,,,2014-05-19,H,SAS,122,4.5,6,-280
17892,,,,,,2014-05-20,V,MIA,87,2.5,2,-140
17893,,,,,,2014-05-20,H,IND,83,184,184,120
17894,,,,,,2014-05-21,V,OKC,77,210.5,210,195
17895,,,,,,2014-05-21,H,SAS,112,6,5,-235
17896,,,,,,2014-05-24,V,IND,87,182.5,181.5,225
17897,,,,,,2014-05-24,H,MIA,99,7,5.5,-270
17898,,,,,,2014-05-25,V,SAS,97,208,208,125
17899,,,,,,2014-05-25,H,OKC,106,2.5,2.5,-145
17900,,,,,,2014-05-26,V,IND,90,183.5,182.5,240
17901,,,,,,2014-05-26,H,MIA,102,7,6,-290
17902,,,,,,2014-05-27,V,SAS,92,207.5,208,115
17903,,,,,,2014-05-27,H,OKC,105,3,2,-135
17904,,,,,,2014-05-28,V,MIA,90,2,183,-102
17905,,,,,,2014-05-28,H,IND,93,184,1,-117
17906,,,,,,2014-05-29,V,OKC,89,206,207,205
17907,,,,,,2014-05-29,H,SAS,117,4.5,5,-245
17908,,,,,,2014-05-30,V,IND,92,183.5,182,340
17909,,,,,,2014-05-30,H,MIA,117,6,8,-430
17910,,,,,,2014-05-31,V,SAS,112,206.5,206.5,145
17911,,,,,,2014-05-31,H,OKC,107,3,3.5,-170
17912,,,,,,2014-06-05,V,MIA,95,198.5,198,200
17913,,,,,,2014-06-05,H,SAS,110,4,5.5,-240
17914,,,,,,2014-06-08,V,MIA,98,200,198.5,145
17915,,,,,,2014-06-08,H,SAS,96,4,4,-170
17916,,,,,,2014-06-10,V,SAS,111,198,196.5,170
17917,,,,,,2014-06-10,H,MIA,92,4,4,-200
17918,,,,,,2014-06-12,V,SAS,107,198,195.5,196
17919,,,,,,2014-06-12,H,MIA,86,5,5,-233
17920,,,,,,2014-06-15,V,MIA,87,195,197.5,180
17921,,,,,,2014-06-15,H,SAS,104,5.5,5.5,-215
17922,,,,,,2014-10-28,V,DAL,100,206.5,203.5,140
17923,,,,,,2014-10-28,H,SAS,101,6,3.5,-165
17924,,,,,,2014-10-28,V,ORL,84,196,191,380
17925,,,,,,2014-10-28,H,NOP,101,9.5,9,-475
17926,,,,,,2014-10-28,V,HOU,108,6.5,7,-300
17927,,,,,,2014-10-28,H,LAL,90,209,207,250
17928,,,,,,2014-10-29,V,MIL,106,192,193,315
17929,,,,,,2014-10-29,H,CHA,108,9,8,-390
17930,,,,,,2014-10-29,V,PHI,91,194,189.5,290
17931,,,,,,2014-10-29,H,IND,103,8.5,7.5,-350
17932,,,,,,2014-10-29,V,BKN,105,1.5,194,-105
17933,,,,,,2014-10-29,H,BOS,121,191,pk,-115
17934,,,,,,2014-10-29,V,ATL,102,199.5,198.5,161
17935,,,,,,2014-10-29,H,TOR,109,5.5,4.5,-190
17936,,,,,,2014-10-29,V,WAS,95,194,188,180
17937,,,,,,2014-10-29,H,MIA,107,4.5,5,-210
17938,,,,,,2014-10-29,V,CHI,104,4,4.5,-195
17939,,,,,,2014-10-29,H,NYK,80,190,184,166
17940,,,,,,2014-10-29,V,MIN,101,198,197.5,290
17941,,,,,,2014-10-29,H,MEM,105,8.5,7.5,-350
17942,,,,,,2014-10-29,V,DET,79,211,205.5,225
17943,,,,,,2014-10-29,H,DEN,89,7.5,6.5,-270
17944,,,,,,2014-10-29,V,HOU,104,4.5,3,-160
17945,,,,,,2014-10-29,H,UTA,93,203,202,135
17946,,,,,,2014-10-29,V,LAL,99,207,208.5,750
17947,,,,,,2014-10-29,H,PHX,119,8.5,12,-1100
17948,,,,,,2014-10-29,V,GSW,95,4,4.5,-195
17949,,,,,,2014-10-29,H,SAC,77,204.5,206,166
17950,,,,,,2014-10-29,V,OKC,89,201.5,198.5,380
17951,,,,,,2014-10-29,H,POR,106,4.5,9,-475
17952,,,,,,2014-10-30,V,WAS,105,5,4.5,-190
17953,,,,,,2014-10-30,H,ORL,98,189,188,161
17954,,,,,,2014-10-30,V,NYK,95,199,203,825
17955,,,,,,2014-10-30,H,CLE,90,10,13,-1325
17956,,,,,,2014-10-30,V,DET,91,205,204.5,195
17957,,,,,,2014-10-30,H,MIN,97,3.5,5.5,-230
17958,,,,,,2014-10-30,V,UTA,102,202.5,203,500
17959,,,,,,2014-10-30,H,DAL,120,9.5,10.5,-650
17960,,,,,,2014-10-30,V,OKC,90,202,205.5,800
17961,,,,,,2014-10-30,H,LAC,93,9.5,13,-1200
17962,,,,,,2014-10-31,V,MEM,97,5.5,6.5,-270
17963,,,,,,2014-10-31,H,IND,89,186,185.5,225
17964,,,,,,2014-10-31,V,CLE,114,193.5,193,155
17965,,,,,,2014-10-31,H,CHI,108,2.5,4,-180
17966,,,,,,2014-10-31,V,PHI,81,200,204,340
17967,,,,,,2014-10-31,H,MIL,93,8,8.5,-420
17968,,,,,,2014-10-31,V,POR,94,5.5,4.5,-190
17969,,,,,,2014-10-31,H,SAC,103,201,198.5,161
17970,,,,,,2014-10-31,V,SAS,89,1.5,pk,-115
17971,,,,,,2014-10-31,H,PHX,94,206,208.5,-105
17972,,,,,,2014-10-31,V,LAC,118,11.5,11.5,-900
17973,,,,,,2014-10-31,H,LAL,111,210,210,600
17974,,,,,,2014-11-01,V,MEM,71,188.5,186.5,135
17975,,,,,,2014-11-01,H,CHA,69,2.5,3,-160
17976,,,,,,2014-11-01,V,DAL,109,202,203.5,-105
17977,,,,,,2014-11-01,H,NOP,104,1,pk,-115
17978,,,,,,2014-11-01,V,TOR,108,7,5.5,-235
17979,,,,,,2014-11-01,H,ORL,95,196,196.5,195
17980,,,,,,2014-11-01,V,MIA,114,8.5,9,-450
17981,,,,,,2014-11-01,H,PHI,96,199.5,195.5,355
17982,,,,,,2014-11-01,V,MIL,97,197.5,197,355
17983,,,,,,2014-11-01,H,WAS,108,8.5,9,-450
17984,,,,,,2014-11-01,V,BKN,102,197.5,195.5,130
17985,,,,,,2014-11-01,H,DET,90,3.5,3,-150
17986,,,,,,2014-11-01,V,IND,92,193,193.5,500
17987,,,,,,2014-11-01,H,ATL,102,9.5,11,-650
17988,,,,,,2014-11-01,V,CHI,106,4.5,2,-130
17989,,,,,,2014-11-01,H,MIN,105,192,191,110
17990,,,,,,2014-11-01,V,BOS,90,205.5,208.5,290
17991,,,,,,2014-11-01,H,HOU,104,8,7.5,-350
17992,,,,,,2014-11-01,V,DEN,91,5.5,4.5,-200
17993,,,,,,2014-11-01,H,OKC,102,196,193,170
17994,,,,,,2014-11-01,V,PHX,91,2,2,-130
17995,,,,,,2014-11-01,H,UTA,118,205.5,203.5,110
17996,,,,,,2014-11-01,V,LAL,104,207,210.5,900
17997,,,,,,2014-11-01,H,GSW,127,15.5,14,-1500
17998,,,,,,2014-11-02,V,SAC,98,206.5,205,380
17999,,,,,,2014-11-02,H,LAC,92,10.5,9,-480
18000,,,,,,2014-11-02,V,TOR,102,196,197.5,110
18001,,,,,,2014-11-02,H,MIA,107,3.5,2,-130
18002,,,,,,2014-11-02,V,CHA,93,190.5,185,140
18003,,,,,,2014-11-02,H,NYK,96,2,3.5,-165
18004,,,,,,2014-11-02,V,GSW,95,203,208,140
18005,,,,,,2014-11-02,H,POR,90,3.5,3.5,-165
18006,,,,,,2014-11-03,V,HOU,104,10,11,-850
18007,,,,,,2014-11-03,H,PHI,93,205,200.5,600
18008,,,,,,2014-11-03,V,OKC,85,193,192.5,230
18009,,,,,,2014-11-03,H,BKN,116,7,6.5,-275
18010,,,,,,2014-11-03,V,NOP,81,188.5,187,155
18011,,,,,,2014-11-03,H,MEM,93,6,4,-180
18012,,,,,,2014-11-03,V,BOS,113,208,208.5,395
18013,,,,,,2014-11-03,H,DAL,118,9,9,-515
18014,,,,,,2014-11-03,V,SAC,110,203,201.5,240
18015,,,,,,2014-11-03,H,DEN,105,8,6.5,-290
18016,,,,,,2014-11-03,V,UTA,101,206.5,203.5,430
18017,,,,,,2014-11-03,H,LAC,107,9.5,10,-550
18018,,,,,,2014-11-04,V,MIL,87,192,191.5,150
18019,,,,,,2014-11-04,H,IND,81,3,4,-175
18020,,,,,,2014-11-04,V,OKC,88,192,192.5,600
18021,,,,,,2014-11-04,H,TOR,100,9,11.5,-900
18022,,,,,,2014-11-04,V,WAS,98,191,2,-130
18023,,,,,,2014-11-04,H,NYK,83,2,190.5,110
18024,,,,,,2014-11-04,V,HOU,108,201,205,117
18025,,,,,,2014-11-04,H,MIA,91,pk,2.5,-137
18026,,,,,,2014-11-04,V,ORL,90,188.5,189,460
18027,,,,,,2014-11-04,H,CHI,98,13,10,-600
18028,,,,,,2014-11-04,V,CHA,91,191.5,190,155
18029,,,,,,2014-11-04,H,NOP,100,3,4,-180
18030,,,,,,2014-11-04,V,CLE,82,1.5,2.5,-140
18031,,,,,,2014-11-04,H,POR,101,200.5,209.5,120
18032,,,,,,2014-11-04,V,PHX,112,6,6,-250
18033,,,,,,2014-11-04,H,LAL,106,215,213,210
18034,,,,,,2014-11-05,V,ORL,91,1,3,-145
18035,,,,,,2014-11-05,H,PHI,89,195,196.5,125
18036,,,,,,2014-11-05,V,MIA,89,192.5,190,105
18037,,,,,,2014-11-05,H,CHA,96,2.5,1.5,-125
18038,,,,,,2014-11-05,V,TOR,110,pk,203,110
18039,,,,,,2014-11-05,H,BOS,107,204,2,-130
18040,,,,,,2014-11-05,V,MIN,98,205,208.5,180
18041,,,,,,2014-11-05,H,BKN,91,5,5,-210
18042,,,,,,2014-11-05,V,NYK,95,190,186,155
18043,,,,,,2014-11-05,H,DET,98,4,4,-180
18044,,,,,,2014-11-05,V,IND,94,193.5,187.5,405
18045,,,,,,2014-11-05,H,WAS,96,8.5,9,-525
18046,,,,,,2014-11-05,V,CHI,95,7,5,-210
18047,,,,,,2014-11-05,H,MIL,86,193.5,191,180
18048,,,,,,2014-11-05,V,ATL,92,203,202,315
18049,,,,,,2014-11-05,H,SAS,94,8.5,8,-385
18050,,,,,,2014-11-05,V,MEM,102,195,192.5,100
18051,,,,,,2014-11-05,H,PHX,91,1,1.5,-120
18052,,,,,,2014-11-05,V,CLE,100,6,5.5,-230
18053,,,,,,2014-11-05,H,UTA,102,202,207,195
18054,,,,,,2014-11-05,V,DEN,109,202.5,206,135
18055,,,,,,2014-11-05,H,SAC,131,2,3.5,-160
18056,,,,,,2014-11-05,V,LAC,104,208.5,211.5,178
18057,,,,,,2014-11-05,H,GSW,121,3.5,5,-208
18058,,,,,,2014-11-06,V,SAS,81,201.5,196.5,245
18059,,,,,,2014-11-06,H,HOU,98,3,6.5,-295
18060,,,,,,2014-11-06,V,DAL,87,206.5,210,110
18061,,,,,,2014-11-06,H,POR,108,3,2,-130
18062,,,,,,2014-11-07,V,ATL,119,191,194.5,105
18063,,,,,,2014-11-07,H,CHA,122,3,1.5,-125
18064,,,,,,2014-11-07,V,MIN,103,4,4,-180
18065,,,,,,2014-11-07,H,ORL,112,200.5,203,155
18066,,,,,,2014-11-07,V,CHI,118,11.5,10,-600
18067,,,,,,2014-11-07,H,PHI,115,190.5,189,460
18068,,,,,,2014-11-07,V,IND,98,194,191,195
18069,,,,,,2014-11-07,H,BOS,101,5.5,5.5,-230
18070,,,,,,2014-11-07,V,NYK,99,192.5,192.5,210
18071,,,,,,2014-11-07,H,BKN,110,5.5,6,-250
18072,,,,,,2014-11-07,V,MIL,95,193.5,195,176
18073,,,,,,2014-11-07,H,DET,98,5.5,5,-205
18074,,,,,,2014-11-07,V,WAS,84,197,195,145
18075,,,,,,2014-11-07,H,TOR,103,4.5,3.5,-170
18076,,,,,,2014-11-07,V,MEM,91,7.5,7,-315
18077,,,,,,2014-11-07,H,OKC,89,185.5,181.5,260
18078,,,,,,2014-11-07,V,SAC,114,205.5,209,175
18079,,,,,,2014-11-07,H,PHX,112,4,5,-205
18080,,,,,,2014-11-07,V,DAL,105,3.5,3,-150
18081,,,,,,2014-11-07,H,UTA,82,207,205,130
18082,,,,,,2014-11-07,V,CLE,110,5,6.5,-276
18083,,,,,,2014-11-07,H,DEN,101,206,211,231
18084,,,,,,2014-11-08,V,POR,102,207,205,161
18085,,,,,,2014-11-08,H,LAC,106,3.5,4.5,-190
18086,,,,,,2014-11-08,V,WAS,97,3.5,3.5,-165
18087,,,,,,2014-11-08,H,IND,90,185.5,182.5,140
18088,,,,,,2014-11-08,V,NYK,96,192,194.5,240
18089,,,,,,2014-11-08,H,ATL,103,6,6.5,-290
18090,,,,,,2014-11-08,V,MIN,92,203,205,294
18091,,,,,,2014-11-08,H,MIA,102,6.5,7.5,-359
18092,,,,,,2014-11-08,V,BOS,106,193,194,380
18093,,,,,,2014-11-08,H,CHI,101,10,9.5,-475
18094,,,,,,2014-11-08,V,GSW,98,207,3.5,-160
18095,,,,,,2014-11-08,H,HOU,87,4,209,135
18096,,,,,,2014-11-08,V,MEM,92,6,4.5,-200
18097,,,,,,2014-11-08,H,MIL,93,184.5,186.5,170
18098,,,,,,2014-11-08,V,NOP,100,195,195,265
18099,,,,,,2014-11-08,H,SAS,99,7.5,7,-325
18100,,,,,,2014-11-09,V,ORL,96,197,198,354
18101,,,,,,2014-11-09,H,BKN,104,9,9,-448
18102,,,,,,2014-11-09,V,UTA,97,196,192,150
18103,,,,,,2014-11-09,H,DET,96,4.5,4,-175
18104,,,,,,2014-11-09,V,SAC,93,3.5,2,-130
18105,,,,,,2014-11-09,H,OKC,101,194,190,110
18106,,,,,,2014-11-09,V,PHI,88,202,205.5,900
